S1,S2,D4,D5,D6,Hid_Ethnicity_Buckets,Hid_Age,S12r3,VL2,NFL3,NFL4,S15r1,S15r2,S15r3,S15r4,S15r5,S15r6,S15r7,S15r8,S15r9,S15r10,S15r11,S13r1,S13r2,S13r3,S13r4,VL1r1,VL1r2,VL1r3,VL1r4,VL1r5,VL1r6,VL1r7,VL1r8,VL1r9,VL1r10,VL1r11,VL1r12,VL1r13,VL1r14,VL1r15,VL3r1,VL3r2,VL3r3,VL3r4,VL3r5,VL3r6,VL4r1,VL4r2,VL4r3,VL4r4,VL4r5,VL4r6,TEAM6r1,TEAM6r2,TEAM6r3,TEAM6r4,TEAM6r5,TEAM6r6,TEAM6r7,TEAM6r8,TEAM6r9,TEAM6r10,TEAM6r11,TEAM6r12,TEAM6r13,TEAM6r14,TEAM6r15,TEAM6r16,TEAM6r17,TEAM6r18,TEAM6r19,TEAM6r20,TEAM6r21,TEAM6r22,TEAM6r23,TEAM6r24,TEAM6r25,TEAM6r26,TEAM6r27,TEAM6r28,TEAM6r29,TEAM6r30,TEAM6r31,TEAM6r32,NFL1r1,NFL1r2,NFL1r3,NFL1r4,NFL2r1,NFL2r2,NFL2r3,NFL2r4,NFL2r5,TEAM6_sum,Edu_level,Fan_magnitude,VL1_magnitude,Team6_magnitude
1,53,6,1,6,1,3,3,4.0,3.0,1.0,4.0,0.0,4.0,0.0,5.0,5.0,0.0,0.0,5.0,4.0,5.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,2,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,4.0,3.0,12,1,12.16552506059644,2.6457513110645907,5.477225575051661
1,38,5,1,5,2,2,30,5.0,1.0,1.0,6.0,4.0,6.0,3.0,4.0,0.0,2.0,0.0,4.0,1.0,0.0,20.0,3.0,2.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,18,1,11.575836902790224,2.8284271247461903,8.12403840463596
1,41,5,1,5,1,2,4,4.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0.0,0.0,1.0,0.0,4.0,3.0,3.0,4.0,4.0,5,1,8.774964387392123,2.8284271247461903,4.123105625617661
1,37,5,1,5,1,2,3,6.0,5.0,3.0,6.0,6.0,6.0,6.0,6.0,5.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,7,1,15.1657508881031,3.0,5.0
2,75,7,5,5,1,4,18,6.0,4.0,1.0,6.0,5.0,4.0,4.0,5.0,0.0,4.0,4.0,0.0,6.0,4.0,16.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,17,1,14.212670403551895,3.0,7.681145747868608
1,67,2,2,2,1,4,10,1.0,1.0,1.0,5.0,3.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,14,0,8.660254037844387,2.23606797749979,6.324555320336759
1,36,6,1,6,1,2,1,1.0,1.0,1.0,4.0,3.0,3.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,4,2,0,0,0,0,0,0,0,2,0,0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,2.0,3.0,12,1,8.660254037844387,1.7320508075688772,5.656854249492381
1,56,5,1,5,1,3,6,1.0,1.0,1.0,5.0,0.0,5.0,5.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,2.0,17,1,9.1104335791443,2.0,7.681145747868608
1,35,3,1,4,1,2,10,4.0,3.0,2.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,15,1,10.0,1.7320508075688772,6.708203932499369
2,61,3,1,6,1,3,2,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,12,1,6.0,1.0,5.656854249492381
1,33,2,1,2,1,1,10,3.0,1.0,1.0,6.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,4.0,0.0,7.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,19,0,12.328828005937952,2.6457513110645907,8.54400374531753
2,59,6,1,6,2,3,18,1.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,0.0,0.0,0.0,10.0,3.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,20,1,12.24744871391589,2.449489742783178,8.94427190999916
2,53,2,6,4,1,3,15,1.0,1.0,1.0,6.0,6.0,5.0,5.0,6.0,0.0,0.0,0.0,5.0,6.0,3.0,10.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,18,1,15.0996688705415,1.7320508075688772,8.12403840463596
2,59,1,3,4,2,3,10,2.0,1.0,1.0,6.0,6.0,0.0,4.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,4,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,20,1,10.295630140987,1.7320508075688772,8.94427190999916
2,36,3,4,5,1,2,2,1.0,1.0,1.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,8,1,5.656854249492381,2.0,4.47213595499958
1,61,6,1,5,1,3,5,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,20,1,6.4031242374328485,1.4142135623730951,8.94427190999916
1,52,1,3,3,1,3,6,5.0,2.0,1.0,6.0,6.0,6.0,4.0,3.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2,0,0,0,0,0,0,0,2,2,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,3.0,12,0,12.84523257866513,2.0,5.477225575051661
2,23,2,2,4,1,1,7,4.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,4.0,4.0,4.0,4.0,4.0,3,1,8.774964387392123,3.0,3.0
1,45,5,1,5,1,2,2,5.0,1.0,1.0,5.0,0.0,5.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,0,0,2,3,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,12,1,9.899494936611664,2.449489742783178,5.656854249492381
2,72,2,5,2,1,4,5,1.0,1.0,1.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,8,0,5.0,1.0,4.47213595499958
2,34,3,1,6,2,1,3,6.0,2.0,2.0,6.0,5.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,4,1,11.74734012447073,2.0,4.0
2,49,3,1,5,1,2,15,1.0,1.0,1.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,12,1,5.656854249492381,2.0,5.830951894845301
1,36,4,1,5,1,2,2,5.0,3.0,2.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,6,1,6.4031242374328485,2.23606797749979,2.8284271247461903
1,32,4,1,5,3,1,10,3.0,3.0,2.0,6.0,0.0,5.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0.0,0.0,0.0,1.0,4.0,2.0,3.0,4.0,4.0,12,1,9.643650760992957,2.23606797749979,5.830951894845301
1,32,5,3,5,1,1,10,4.0,2.0,1.0,5.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,13,1,9.16515138991168,2.23606797749979,6.557438524302
1,40,2,1,4,2,2,10,5.0,4.0,1.0,6.0,6.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,2,1,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,14,1,12.12435565298214,1.4142135623730951,6.782329983125268
1,24,2,1,1,3,1,4,4.0,2.0,1.0,6.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,20,0,12.0,1.0,8.94427190999916
1,29,3,4,3,3,1,10,4.0,1.0,1.0,4.0,5.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,0,0,0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,1.0,1.0,13,0,8.12403840463596,2.0,6.082762530298219
1,65,2,2,2,1,4,8,1.0,1.0,1.0,4.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,3.0,3.0,15,0,8.774964387392123,1.4142135623730951,6.708203932499369
2,60,4,1,5,1,3,5,4.0,2.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,17,1,5.830951894845301,2.449489742783178,7.681145747868608
1,45,5,1,6,1,2,10,6.0,3.0,1.0,6.0,5.0,5.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,11,1,10.535653752852738,2.6457513110645907,6.4031242374328485
1,38,7,2,2,1,2,15,5.0,3.0,2.0,4.0,0.0,6.0,4.0,5.0,4.0,5.0,3.0,0.0,5.0,4.0,12.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,4,0,0,3,4,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,3.0,2.0,16,0,13.564659966250536,2.6457513110645907,7.3484692283495345
1,32,7,3,2,2,1,1,6.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,3.0,3.0,8,0,5.830951894845301,1.4142135623730951,5.656854249492381
1,53,2,3,5,1,3,28,3.0,1.0,1.0,5.0,0.0,6.0,2.0,6.0,5.0,5.0,3.0,0.0,3.0,0.0,20.0,5.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,2,0,0,0,0,0,0,0,0,2,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,3.0,4.0,13,1,13.0,2.6457513110645907,6.082762530298219
2,40,5,4,6,1,2,15,2.0,1.0,1.0,4.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,0,0,0,0,2,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,11,1,8.12403840463596,2.23606797749979,5.385164807134504
1,41,4,1,6,1,2,7,6.0,4.0,1.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,4.0,6.0,4.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,4,4,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,15,1,18.33030277982336,2.8284271247461903,7.0
1,51,5,1,6,3,3,10,5.0,5.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,20,1,8.660254037844387,2.23606797749979,8.94427190999916
1,30,1,1,2,1,1,5,5.0,3.0,2.0,6.0,6.0,4.0,5.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0,0,2,0,0,0,0,4,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,3.0,13,0,12.84523257866513,3.3166247903554,6.082762530298219
1,56,5,1,4,1,3,18,2.0,2.0,4.0,6.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,3,0,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,13,1,10.198039027185567,1.7320508075688772,5.916079783099616
1,39,5,1,4,2,2,2,1.0,1.0,1.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,2,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,1.0,5.0,12,1,10.0,1.4142135623730951,5.656854249492381
1,70,3,5,5,2,4,10,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,16,1,8.306623862918075,1.4142135623730951,8.0
